split,setting,seed,task_id,success,failure_type,eval_error,patch_chars,localize_chars,review_chars,run_name,summary_path
shifted_test,random,712,apps_shifted_test_test_0011,True,passed,,253,494,4,apps_protocol_20260716_021947_s712_shifted_test_random,trajectories\apps_protocol_20260716_021947_s712_shifted_test_random\summary.json
shifted_test,reuse_full,712,apps_shifted_test_test_0011,True,passed,,198,388,4,apps_protocol_20260716_021947_s712_shifted_test_reuse_full,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_full\summary.json
shifted_test,reuse_prompt,712,apps_shifted_test_test_0011,True,passed,,197,166,4,apps_protocol_20260716_021947_s712_shifted_test_reuse_prompt,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_prompt\summary.json
shifted_test,reuse_routing,712,apps_shifted_test_test_0011,True,passed,,198,524,4,apps_protocol_20260716_021947_s712_shifted_test_reuse_routing,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_routing\summary.json
shifted_test,free,712,apps_shifted_test_test_0012,True,passed,,881,701,0,apps_protocol_20260716_021947_s712_shifted_test_free,trajectories\apps_protocol_20260716_021947_s712_shifted_test_free\summary.json
shifted_test,manual,712,apps_shifted_test_test_0012,False,empty_or_missing_patch,Case 1 produced different output.,0,963,21,apps_protocol_20260716_021947_s712_shifted_test_manual,trajectories\apps_protocol_20260716_021947_s712_shifted_test_manual\summary.json
shifted_test,random,712,apps_shifted_test_test_0012,False,empty_or_missing_patch,Case 1 produced different output.,0,817,21,apps_protocol_20260716_021947_s712_shifted_test_random,trajectories\apps_protocol_20260716_021947_s712_shifted_test_random\summary.json
shifted_test,reuse_full,712,apps_shifted_test_test_0012,False,empty_or_missing_patch,Case 1 produced different output.,0,907,22,apps_protocol_20260716_021947_s712_shifted_test_reuse_full,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_full\summary.json
shifted_test,reuse_prompt,712,apps_shifted_test_test_0012,True,passed,,558,803,0,apps_protocol_20260716_021947_s712_shifted_test_reuse_prompt,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_prompt\summary.json
shifted_test,reuse_routing,712,apps_shifted_test_test_0012,False,empty_or_missing_patch,Case 1 produced different output.,0,0,22,apps_protocol_20260716_021947_s712_shifted_test_reuse_routing,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_routing\summary.json
shifted_test,free,712,apps_shifted_test_test_0014,False,empty_or_missing_patch,Case 1 produced different output.,0,982,22,apps_protocol_20260716_021947_s712_shifted_test_free,trajectories\apps_protocol_20260716_021947_s712_shifted_test_free\summary.json
shifted_test,manual,712,apps_shifted_test_test_0014,False,empty_or_missing_patch,Case 1 produced different output.,0,884,35,apps_protocol_20260716_021947_s712_shifted_test_manual,trajectories\apps_protocol_20260716_021947_s712_shifted_test_manual\summary.json
shifted_test,random,712,apps_shifted_test_test_0014,False,empty_or_missing_patch,Case 1 produced different output.,0,787,36,apps_protocol_20260716_021947_s712_shifted_test_random,trajectories\apps_protocol_20260716_021947_s712_shifted_test_random\summary.json
shifted_test,reuse_full,712,apps_shifted_test_test_0014,False,empty_or_missing_patch,Case 1 produced different output.,0,787,21,apps_protocol_20260716_021947_s712_shifted_test_reuse_full,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_full\summary.json
shifted_test,reuse_prompt,712,apps_shifted_test_test_0014,False,empty_or_missing_patch,Case 1 produced different output.,0,802,23,apps_protocol_20260716_021947_s712_shifted_test_reuse_prompt,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_prompt\summary.json
shifted_test,reuse_routing,712,apps_shifted_test_test_0014,False,empty_or_missing_patch,Case 1 produced different output.,0,662,22,apps_protocol_20260716_021947_s712_shifted_test_reuse_routing,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_routing\summary.json
shifted_test,free,712,apps_shifted_test_test_0015,True,passed,,195,584,4,apps_protocol_20260716_021947_s712_shifted_test_free,trajectories\apps_protocol_20260716_021947_s712_shifted_test_free\summary.json
shifted_test,manual,712,apps_shifted_test_test_0015,True,passed,,187,767,4,apps_protocol_20260716_021947_s712_shifted_test_manual,trajectories\apps_protocol_20260716_021947_s712_shifted_test_manual\summary.json
shifted_test,random,712,apps_shifted_test_test_0015,True,passed,,222,914,4,apps_protocol_20260716_021947_s712_shifted_test_random,trajectories\apps_protocol_20260716_021947_s712_shifted_test_random\summary.json
shifted_test,reuse_full,712,apps_shifted_test_test_0015,True,passed,,202,571,4,apps_protocol_20260716_021947_s712_shifted_test_reuse_full,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_full\summary.json
shifted_test,reuse_prompt,712,apps_shifted_test_test_0015,True,passed,,166,908,0,apps_protocol_20260716_021947_s712_shifted_test_reuse_prompt,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_prompt\summary.json
shifted_test,reuse_routing,712,apps_shifted_test_test_0015,True,passed,,216,666,4,apps_protocol_20260716_021947_s712_shifted_test_reuse_routing,trajectories\apps_protocol_20260716_021947_s712_shifted_test_reuse_routing\summary.json
shifted_test,free,713,apps_shifted_test_test_0000,False,empty_or_missing_patch,Case 1 produced different output.,0,1012,22,apps_protocol_20260716_repeat02_s713_shifted_test_free,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_free\summary.json
shifted_test,manual,713,apps_shifted_test_test_0000,False,empty_or_missing_patch,Case 1 produced different output.,0,574,21,apps_protocol_20260716_repeat02_s713_shifted_test_manual,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_manual\summary.json
shifted_test,random,713,apps_shifted_test_test_0000,True,passed,,512,768,0,apps_protocol_20260716_repeat02_s713_shifted_test_random,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_random\summary.json
shifted_test,reuse_full,713,apps_shifted_test_test_0000,False,empty_or_missing_patch,Case 1 produced different output.,0,0,0,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full\summary.json
shifted_test,reuse_prompt,713,apps_shifted_test_test_0000,False,syntax_error,"File ""<string>"", line 31
    ```
    ^
SyntaxError: invalid syntax",605,614,0,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt\summary.json
shifted_test,reuse_routing,713,apps_shifted_test_test_0000,True,passed,,717,1167,0,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing\summary.json
shifted_test,free,713,apps_shifted_test_test_0001,False,empty_or_missing_patch,Case 1 produced different output.,0,575,21,apps_protocol_20260716_repeat02_s713_shifted_test_free,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_free\summary.json
shifted_test,manual,713,apps_shifted_test_test_0001,True,passed,,426,1126,4,apps_protocol_20260716_repeat02_s713_shifted_test_manual,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_manual\summary.json
shifted_test,random,713,apps_shifted_test_test_0001,True,passed,,494,776,0,apps_protocol_20260716_repeat02_s713_shifted_test_random,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_random\summary.json
shifted_test,reuse_full,713,apps_shifted_test_test_0001,False,empty_or_missing_patch,Case 1 produced different output.,0,1627,23,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full\summary.json
shifted_test,reuse_prompt,713,apps_shifted_test_test_0001,True,passed,,635,814,4,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt\summary.json
shifted_test,reuse_routing,713,apps_shifted_test_test_0001,True,passed,,284,759,0,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing\summary.json
shifted_test,free,713,apps_shifted_test_test_0002,True,passed,,180,958,0,apps_protocol_20260716_repeat02_s713_shifted_test_free,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_free\summary.json
shifted_test,manual,713,apps_shifted_test_test_0002,True,passed,,119,468,0,apps_protocol_20260716_repeat02_s713_shifted_test_manual,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_manual\summary.json
shifted_test,random,713,apps_shifted_test_test_0002,True,passed,,229,605,4,apps_protocol_20260716_repeat02_s713_shifted_test_random,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_random\summary.json
shifted_test,reuse_full,713,apps_shifted_test_test_0002,True,passed,,184,791,4,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full\summary.json
shifted_test,reuse_prompt,713,apps_shifted_test_test_0002,True,passed,,122,617,4,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt\summary.json
shifted_test,reuse_routing,713,apps_shifted_test_test_0002,True,passed,,192,381,4,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing\summary.json
shifted_test,free,713,apps_shifted_test_test_0003,False,empty_or_missing_patch,Case 1 produced different output.,0,708,33,apps_protocol_20260716_repeat02_s713_shifted_test_free,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_free\summary.json
shifted_test,manual,713,apps_shifted_test_test_0003,False,empty_or_missing_patch,Case 1 produced different output.,0,1366,23,apps_protocol_20260716_repeat02_s713_shifted_test_manual,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_manual\summary.json
shifted_test,random,713,apps_shifted_test_test_0003,False,empty_or_missing_patch,Case 1 produced different output.,0,963,21,apps_protocol_20260716_repeat02_s713_shifted_test_random,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_random\summary.json
shifted_test,reuse_full,713,apps_shifted_test_test_0003,True,passed,,1253,1229,4,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full\summary.json
shifted_test,reuse_prompt,713,apps_shifted_test_test_0003,True,passed,,2065,0,0,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt\summary.json
shifted_test,reuse_routing,713,apps_shifted_test_test_0003,False,empty_or_missing_patch,Case 1 produced different output.,0,830,15,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing\summary.json
shifted_test,free,713,apps_shifted_test_test_0004,True,passed,,282,771,4,apps_protocol_20260716_repeat02_s713_shifted_test_free,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_free\summary.json
shifted_test,manual,713,apps_shifted_test_test_0004,True,passed,,347,629,0,apps_protocol_20260716_repeat02_s713_shifted_test_manual,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_manual\summary.json
shifted_test,random,713,apps_shifted_test_test_0004,True,passed,,395,0,0,apps_protocol_20260716_repeat02_s713_shifted_test_random,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_random\summary.json
shifted_test,reuse_full,713,apps_shifted_test_test_0004,True,passed,,268,0,4,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full\summary.json
shifted_test,reuse_prompt,713,apps_shifted_test_test_0004,True,passed,,311,787,0,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_prompt\summary.json
shifted_test,reuse_routing,713,apps_shifted_test_test_0004,True,passed,,230,674,4,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_routing\summary.json
shifted_test,free,713,apps_shifted_test_test_0005,True,passed,,221,629,0,apps_protocol_20260716_repeat02_s713_shifted_test_free,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_free\summary.json
shifted_test,manual,713,apps_shifted_test_test_0005,True,passed,,326,0,0,apps_protocol_20260716_repeat02_s713_shifted_test_manual,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_manual\summary.json
shifted_test,random,713,apps_shifted_test_test_0005,True,passed,,316,853,0,apps_protocol_20260716_repeat02_s713_shifted_test_random,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_random\summary.json
shifted_test,reuse_full,713,apps_shifted_test_test_0005,True,passed,,536,717,0,apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full,trajectories\apps_protocol_20260716_repeat02_s713_shifted_test_reuse_full\summary.json
